carrier_id,timestamp,hub_code,container_size,demand,external_supply,no_rail_inventory_end,no_rail_unmet,inventory_lb,source_release_capacity_cumulative
CARRIER_C,2026-08-15 19:00,DONGSAN,20FT,1,0,0,1,0,0
CARRIER_C,2026-08-16 11:00,DONGSAN,20FT,1,0,0,1,0,0
CARRIER_C,2026-08-12 06:00,DONGSAN,40FT,1,0,0,1,0,0
CARRIER_C,2026-08-16 17:00,DONGSAN,40FT,1,0,0,1,0,0
CARRIER_D,2026-08-12 18:00,GWANGYANG,40FT,1,0,0,1,0,0
CARRIER_D,2026-08-13 08:00,GWANGYANG,40FT,1,0,0,1,0,0
CARRIER_D,2026-08-14 17:00,GWANGYANG,40FT,1,0,0,1,0,0
CARRIER_E,2026-08-11 15:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-12 05:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-12 09:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-13 09:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-14 16:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-15 12:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-14 09:00,BUSAN,40FT,1,0,0,1,0,0
CARRIER_E,2026-08-11 12:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-12 05:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-13 06:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-13 14:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-13 17:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-14 16:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-15 12:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-11 11:00,YAKMOK,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-12 13:00,YAKMOK,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-13 06:00,YAKMOK,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-13 10:00,YAKMOK,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-13 16:00,YAKMOK,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-13 18:00,YAKMOK,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-14 10:00,YAKMOK,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-15 07:00,YAKMOK,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-15 14:00,YAKMOK,20FT,1,0,0,1,0,0
CARRIER_E,2026-08-12 10:00,YAKMOK,40FT,1,0,0,1,0,0
CARRIER_F,2026-08-11 14:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-12 07:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-12 11:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-13 08:00,BUSAN,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-16 11:00,DONGSAN,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-11 11:00,GWANGYANG,20FT,3,0,0,2,0,0
CARRIER_F,2026-08-11 16:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-11 18:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-12 08:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-12 10:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-12 11:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-12 13:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-12 14:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-12 18:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-13 08:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-13 11:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-13 12:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-13 15:00,GWANGYANG,20FT,2,0,0,2,0,0
CARRIER_F,2026-08-13 16:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-14 05:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-14 08:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-14 11:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-14 14:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-14 15:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-14 18:00,GWANGYANG,20FT,1,0,0,1,0,0
CARRIER_F,2026-08-15 11:00,GWANGYANG,20FT,1,0,0,1,0,0
