기점_노선,시도,시군구,읍면동,구간거리_km,40FT_안전위탁운임_원,40FT_운수사업자간운임_원,40FT_안전운송운임_원,20FT_안전위탁운임_원,20FT_운수사업자간운임_원,20FT_안전운송운임_원
부산신항↔의왕ICD,서울특별시,종로구,청운효자동,443,648800,725100,811600,569400,640300,720900
부산신항↔의왕ICD,서울특별시,종로구,사직동,435,640900,717100,803500,563500,634300,714800
부산신항↔의왕ICD,서울특별시,종로구,삼청동,442,648600,725000,811500,569000,639900,720600
부산신항↔의왕ICD,서울특별시,종로구,부암동,442,649100,725600,812200,569300,640300,721100
부산신항↔의왕ICD,서울특별시,종로구,평창동,450,666200,743500,830900,583700,655400,736900
부산신항↔의왕ICD,서울특별시,종로구,무악동,443,648800,725100,811600,569400,640300,720900
부산신항↔의왕ICD,서울특별시,종로구,교남동,441,647100,723400,809900,568000,638900,719500
부산신항↔의왕ICD,서울특별시,종로구,가회동,436,642400,718700,805200,564400,635300,715900
부산신항↔의왕ICD,서울특별시,종로구,종로1234가동,437,642700,718900,805300,564900,635700,716300
부산신항↔의왕ICD,서울특별시,종로구,종로5.6가동,436,641800,718000,804400,564200,635000,715600
부산신항↔의왕ICD,서울특별시,종로구,이화동,438,644300,720600,807100,565800,636700,717300
부산신항↔의왕ICD,서울특별시,종로구,혜화동,438,645400,721900,808500,566500,637500,718200
부산신항↔의왕ICD,서울특별시,종로구,창신1동,435,640900,717100,803500,563500,634300,714800
부산신항↔의왕ICD,서울특별시,종로구,창신2동,432,638100,714100,800300,561300,631900,712200
부산신항↔의왕ICD,서울특별시,종로구,창신3동,433,639700,715800,802000,562300,632900,713300
부산신항↔의왕ICD,서울특별시,종로구,숭인1동,440,646100,722400,808900,567300,638100,718700
부산신항↔의왕ICD,서울특별시,종로구,숭인2동,431,637900,713800,799800,560900,631400,711600
부산신항↔의왕ICD,서울특별시,중구,소공동,434,639400,715500,801800,562500,633200,713700
부산신항↔의왕ICD,서울특별시,중구,회현동,434,638800,714900,801100,562200,632800,713200
부산신항↔의왕ICD,서울특별시,중구,명동,434,638800,714900,801100,562200,632800,713200
부산신항↔의왕ICD,서울특별시,중구,필동,435,640300,716400,802700,563200,633900,714400
부산신항↔의왕ICD,서울특별시,중구,장충동,434,639400,715500,801800,562500,633200,713700
부산신항↔의왕ICD,서울특별시,중구,광희동,434,639400,715500,801800,562500,633200,713700
부산신항↔의왕ICD,서울특별시,중구,을지로동,436,641800,718000,804400,564200,635000,715600
부산신항↔의왕ICD,서울특별시,중구,신당동,434,640000,716100,802400,562900,633600,714000
부산신항↔의왕ICD,서울특별시,중구,다산동,433,638500,714600,800800,561900,632500,712900
부산신항↔의왕ICD,서울특별시,중구,약수동,434,640000,716100,802400,562900,633600,714000
부산신항↔의왕ICD,서울특별시,중구,청구동,434,640000,716100,802400,562900,633600,714000
부산신항↔의왕ICD,서울특별시,중구,신당5동,435,641500,717800,804200,563800,634600,715100
부산신항↔의왕ICD,서울특별시,중구,동화동,432,637500,713500,799600,561100,631700,712000
부산신항↔의왕ICD,서울특별시,중구,황학동,435,641500,717800,804200,563800,634600,715100
부산신항↔의왕ICD,서울특별시,중구,중림동,443,648300,724500,810900,569200,640000,720600
부산신항↔의왕ICD,서울특별시,용산구,후암동,433,637900,714000,800200,561400,632100,712500
부산신항↔의왕ICD,서울특별시,용산구,용산2가동,430,634000,709900,795900,558900,629300,709400
부산신항↔의왕ICD,서울특별시,용산구,남영동,438,641900,717900,804100,564600,635200,715500
부산신항↔의왕ICD,서울특별시,용산구,청파동,440,644300,720400,806600,566400,637100,717500
부산신항↔의왕ICD,서울특별시,용산구,원효로1동,437,642100,718300,804600,564600,635300,715800
부산신항↔의왕ICD,서울특별시,용산구,원효로2동,439,644000,720200,806500,566100,636800,717300
부산신항↔의왕ICD,서울특별시,용산구,효창동,440,644300,720400,806600,566400,637100,717500
부산신항↔의왕ICD,서울특별시,용산구,용문동,439,643400,719500,805700,565600,636300,716700
부산신항↔의왕ICD,서울특별시,용산구,한강로동,436,640100,716100,802300,563300,633900,714200
부산신항↔의왕ICD,서울특별시,용산구,이촌1동,434,637600,713600,799700,561600,632100,712400
부산신항↔의왕ICD,서울특별시,용산구,이촌2동,438,642500,718600,804800,565000,635700,716100
부산신항↔의왕ICD,서울특별시,용산구,이태원1동,427,630700,706300,792000,556400,626600,706600
부산신항↔의왕ICD,서울특별시,용산구,이태원2동,428,632200,707900,793700,557300,627600,707600
부산신항↔의왕ICD,서울특별시,용산구,한남동,430,634000,709900,795900,558900,629300,709400
부산신항↔의왕ICD,서울특별시,용산구,서빙고동,430,632800,708600,794500,558200,628600,708700
부산신항↔의왕ICD,서울특별시,용산구,보광동,429,631900,707700,793600,557500,627900,708000
부산신항↔의왕ICD,서울특별시,성동구,왕십리2동,432,638100,714100,800300,561300,631900,712200
부산신항↔의왕ICD,서울특별시,성동구,왕십리도선동,438,644300,720600,807100,565800,636700,717300
부산신항↔의왕ICD,서울특별시,성동구,마장동,436,643000,719300,805800,564800,635600,716200
부산신항↔의왕ICD,서울특별시,성동구,사근동,433,639700,715800,802000,562300,632900,713300
부산신항↔의왕ICD,서울특별시,성동구,행당1동,432,638100,714100,800300,561300,631900,712200
부산신항↔의왕ICD,서울특별시,성동구,행당2동,433,639000,715100,801300,562100,632700,713100
부산신항↔의왕ICD,서울특별시,성동구,응봉동,430,636300,712100,798100,560000,630400,710600
부산신항↔의왕ICD,서울특별시,성동구,금호1가동,432,637500,713500,799600,561100,631700,712000
부산신항↔의왕ICD,서울특별시,성동구,금호2.3가동,431,636000,711900,798000,560000,630500,710800
부산신항↔의왕ICD,서울특별시,성동구,금호4가동,430,635100,711000,797000,559300,629700,709900
부산신항↔의왕ICD,서울특별시,성동구,옥수동,430,634500,710400,796400,559000,629400,709600
부산신항↔의왕ICD,서울특별시,성동구,성수1가1동,428,633900,709600,795400,558200,628500,708500
부산신항↔의왕ICD,서울특별시,성동구,성수1가2동,427,633000,708600,794300,557500,627700,707600
부산신항↔의왕ICD,서울특별시,성동구,성수2가1동,428,633900,709600,795400,558200,628500,708500
부산신항↔의왕ICD,서울특별시,성동구,성수2가3동,430,636300,712100,798100,560000,630400,710600
부산신항↔의왕ICD,서울특별시,성동구,송정동,431,639600,715500,801600,561700,632200,712400
부산신항↔의왕ICD,서울특별시,성동구,용답동,439,646300,722800,809400,567200,638200,719000
부산신항↔의왕ICD,서울특별시,광진구,화양동,428,635700,711400,797200,559000,629200,709200
부산신항↔의왕ICD,서울특별시,광진구,군자동,428,635700,711400,797200,559000,629200,709200
부산신항↔의왕ICD,서울특별시,광진구,중곡1동,429,637700,713400,799300,560300,630600,710700
부산신항↔의왕ICD,서울특별시,광진구,중곡2동,429,637700,713400,799300,560300,630600,710700
부산신항↔의왕ICD,서울특별시,광진구,중곡3동,431,640100,716000,802100,562000,632500,712700
부산신항↔의왕ICD,서울특별시,광진구,중곡4동,434,649800,726000,812200,570700,641400,721800
부산신항↔의왕ICD,서울특별시,광진구,능동,429,637700,713400,799300,560300,630600,710700
부산신항↔의왕ICD,서울특별시,광진구,광장동,429,639400,715100,801000,561800,632100,712200
부산신항↔의왕ICD,서울특별시,광진구,자양1동,426,632600,708100,793800,557000,627100,707000
부산신항↔의왕ICD,서울특별시,광진구,자양2동,426,632600,708100,793800,557000,627100,707000
부산신항↔의왕ICD,서울특별시,광진구,자양3동,426,632100,707600,793200,556700,626800,706700
부산신항↔의왕ICD,서울특별시,광진구,자양4동,426,632100,707600,793200,556700,626800,706700
부산신항↔의왕ICD,서울특별시,광진구,구의1동,435,645600,721800,808200,566600,637400,717900
부산신항↔의왕ICD,서울특별시,광진구,구의2동,432,642200,718200,804300,563800,634400,714700
부산신항↔의왕ICD,서울특별시,광진구,구의3동,429,637700,713400,799300,560300,630600,710700
부산신항↔의왕ICD,서울특별시,동대문구,신설동,429,636000,711800,797700,559400,629700,709800
부산신항↔의왕ICD,서울특별시,동대문구,용두동,433,641500,717500,803700,563200,633800,714200
부산신항↔의왕ICD,서울특별시,동대문구,제기동,434,642400,718500,804800,564000,634700,715100
부산신항↔의왕ICD,서울특별시,동대문구,전농1동,432,640000,716000,802100,562200,632700,713000
부산신항↔의왕ICD,서울특별시,동대문구,전농2동,429,637700,713400,799300,560300,630600,710700
부산신항↔의왕ICD,서울특별시,동대문구,답십리1동,431,639000,714900,801000,561500,632000,712200
부산신항↔의왕ICD,서울특별시,동대문구,답십리2동,433,642600,718700,804900,564000,634600,715000
부산신항↔의왕ICD,서울특별시,동대문구,장안1동,432,641100,717100,803200,562700,633300,713600
부산신항↔의왕ICD,서울특별시,동대문구,장안2동,429,638300,714000,799900,560600,630900,711000
부산신항↔의왕ICD,서울특별시,동대문구,청량리동,431,640100,716000,802100,562000,632500,712700
부산신항↔의왕ICD,서울특별시,동대문구,회기동,438,647800,724300,810900,568100,639100,719800
부산신항↔의왕ICD,서울특별시,동대문구,휘경1동,433,643700,719700,805900,565200,635800,716200
부산신항↔의왕ICD,서울특별시,동대문구,휘경2동,434,649200,725400,811600,570000,640700,721200
부산신항↔의왕ICD,서울특별시,동대문구,이문1동,439,653900,730400,817100,573700,644800,725600
부산신항↔의왕ICD,서울특별시,동대문구,이문2동,438,653000,729400,816000,572900,643900,724600
부산신항↔의왕ICD,서울특별시,중랑구,면목2동,432,642800,718800,804900,564500,635000,715300
부산신항↔의왕ICD,서울특별시,중랑구,면목4동,430,639800,715600,801600,561900,632300,712400
부산신항↔의왕ICD,서울특별시,중랑구,면목5동,431,641300,717200,803200,563200,633600,713800
부산신항↔의왕ICD,서울특별시,중랑구,면목본동,430,640400,716200,802200,562400,632800,712900
부산신항↔의왕ICD,서울특별시,중랑구,면목7동,429,638900,714600,800500,561200,631500,711500
부산신항↔의왕ICD,서울특별시,중랑구,면목3.8동,428,637900,713600,799400,560500,630800,710800
부산신항↔의왕ICD,서울특별시,중랑구,상봉1동,435,645600,721800,808200,566600,637400,717900
부산신항↔의왕ICD,서울특별시,중랑구,상봉2동,432,642800,718800,804900,564500,635000,715300
부산신항↔의왕ICD,서울특별시,중랑구,중화1동,435,645600,721800,808200,566600,637400,717900
부산신항↔의왕ICD,서울특별시,중랑구,중화2동,435,645600,721800,808200,566600,637400,717900
부산신항↔의왕ICD,서울특별시,중랑구,묵1동,436,651100,727400,813900,571500,642300,722900
부산신항↔의왕ICD,서울특별시,중랑구,묵2동,438,654100,730600,817200,574000,645000,725700
부산신항↔의왕ICD,서울특별시,중랑구,망우본동,443,661700,738600,825600,584300,655700,736700
부산신항↔의왕ICD,서울특별시,중랑구,망우3동,434,644100,720200,806500,565300,636000,716400
부산신항↔의왕ICD,서울특별시,중랑구,신내1동,442,660700,737500,824400,583400,654700,735700
부산신항↔의왕ICD,서울특별시,중랑구,신내2동,435,650200,726400,812800,570800,641500,722000
부산신항↔의왕ICD,서울특별시,성북구,성북동,438,645400,721900,808500,566500,637500,718200
부산신항↔의왕ICD,서울특별시,성북구,삼선동,437,644500,720900,807500,565900,636800,717400
부산신항↔의왕ICD,서울특별시,성북구,동선동,437,644500,720900,807500,565900,636800,717400
부산신항↔의왕ICD,서울특별시,성북구,돈암1동,439,649300,725900,812600,569500,640500,721300
부산신항↔의왕ICD,서울특별시,성북구,돈암2동,439,647500,724000,810700,567900,638900,719700
부산신항↔의왕ICD,서울특별시,성북구,안암동,437,643900,720300,806900,565400,636300,717000
부산신항↔의왕ICD,서울특별시,성북구,보문동,436,643000,719300,805800,564800,635600,716200
부산신항↔의왕ICD,서울특별시,성북구,정릉1동,442,656500,733300,820300,575800,647100,728100
부산신항↔의왕ICD,서울특별시,성북구,정릉2동,442,656500,733300,820300,575800,647100,728100
부산신항↔의왕ICD,서울특별시,성북구,정릉3동,447,663400,740600,828000,581700,653300,734700
부산신항↔의왕ICD,서울특별시,성북구,정릉4동,446,661900,739000,826300,580500,652000,733300
부산신항↔의왕ICD,서울특별시,성북구,길음1동,441,655700,732400,819300,575100,646300,727200
부산신항↔의왕ICD,서울특별시,성북구,길음2동,440,650100,726800,813600,570200,641300,722200
부산신항↔의왕ICD,서울특별시,성북구,종암동,440,650100,726800,813600,570200,641300,722200
부산신항↔의왕ICD,서울특별시,성북구,월곡1동,439,649300,725900,812600,569500,640500,721300
부산신항↔의왕ICD,서울특별시,성북구,월곡2동,437,646800,723200,809700,567500,638400,719100
부산신항↔의왕ICD,서울특별시,성북구,장위1동,439,649300,725900,812600,569500,640500,721300
부산신항↔의왕ICD,서울특별시,성북구,장위2동,437,647400,723800,810300,568100,639000,719600
부산신항↔의왕ICD,서울특별시,성북구,장위3동,440,656000,732600,819400,575500,646600,727400
부산신항↔의왕ICD,서울특별시,성북구,석관동,440,654800,731500,818300,574300,645400,726300
부산신항↔의왕ICD,서울특별시,강북구,삼양동,444,659000,736000,823100,577900,649300,730500
부산신항↔의왕ICD,서울특별시,강북구,미아동,443,658000,734900,821900,577100,648500,729600
부산신항↔의왕ICD,서울특별시,강북구,송중동,440,650100,726800,813600,570200,641300,722200
부산신항↔의왕ICD,서울특별시,강북구,송천동,443,658000,734900,821900,577100,648500,729600
부산신항↔의왕ICD,서울특별시,강북구,삼각산동,442,656500,733300,820300,575800,647100,728100
부산신항↔의왕ICD,서울특별시,강북구,번1동,446,661900,739000,826300,580500,652000,733300
부산신항↔의왕ICD,서울특별시,강북구,번2동,442,657800,734600,821600,576900,648100,729100
부산신항↔의왕ICD,서울특별시,강북구,번3동,440,655400,732000,818700,575000,646100,727000
부산신항↔의왕ICD,서울특별시,강북구,수유1동,445,660500,737600,824800,579200,650600,731800
부산신항↔의왕ICD,서울특별시,강북구,수유2동,453,668300,745500,832900,585300,656900,738300
부산신항↔의왕ICD,서울특별시,강북구,수유3동,445,660500,737600,824800,579200,650600,731800
부산신항↔의왕ICD,서울특별시,강북구,우이동,445,661600,738600,825800,580200,651700,732900
부산신항↔의왕ICD,서울특별시,강북구,인수동,456,671700,749000,836400,588100,659800,741200
부산신항↔의왕ICD,서울특별시,도봉구,창1동,447,664500,741700,829100,582900,654500,735900
부산신항↔의왕ICD,서울특별시,도봉구,창2동,448,665400,742700,830100,583600,655300,736800
부산신항↔의왕ICD,서울특별시,도봉구,창3동,448,665400,742700,830100,583600,655300,736800
부산신항↔의왕ICD,서울특별시,도봉구,창4동,446,663100,740200,827500,581500,653100,734400
부산신항↔의왕ICD,서울특별시,도봉구,창5동,455,672400,750000,837700,592500,664400,746000
부산신항↔의왕ICD,서울특별시,도봉구,도봉1동,465,683900,762300,851000,602700,675400,758000
부산신항↔의왕ICD,서울특별시,도봉구,도봉2동,453,670600,748100,835800,591000,662900,744600
부산신항↔의왕ICD,서울특별시,도봉구,쌍문1동,457,674500,752100,839900,594200,666200,747900
부산신항↔의왕ICD,서울특별시,도봉구,쌍문2동,454,671500,749000,836700,591800,663700,745300
부산신항↔의왕ICD,서울특별시,도봉구,쌍문3동,454,671500,749000,836700,591800,663700,745300
부산신항↔의왕ICD,서울특별시,도봉구,쌍문4동,451,669000,746500,834200,590000,661900,743500
부산신항↔의왕ICD,서울특별시,도봉구,방학1동,455,672600,750200,838000,592800,664800,746500
부산신항↔의왕ICD,서울특별시,도봉구,방학2동,455,672600,750200,838000,592800,664800,746500
부산신항↔의왕ICD,서울특별시,도봉구,방학3동,457,674500,752100,839900,594200,666200,747900
부산신항↔의왕ICD,서울특별시,노원구,월계1동,439,655000,731600,818300,574800,645800,726600
부산신항↔의왕ICD,서울특별시,노원구,월계2동,444,660700,737700,824800,579400,650800,732000
부산신항↔의왕ICD,서울특별시,노원구,월계3동,438,653500,730000,816600,573500,644500,725200
부산신항↔의왕ICD,서울특별시,노원구,공릉1동,437,652600,729000,815500,572800,643700,724300
부산신항↔의왕ICD,서울특별시,노원구,공릉2동,444,662700,739600,826700,585100,656500,737600
부산신항↔의왕ICD,서울특별시,노원구,하계1동,448,666800,744000,831400,588500,660200,741600
부산신항↔의왕ICD,서울특별시,노원구,하계2동,441,657400,734100,820900,576800,648000,728900
부산신항↔의왕ICD,서울특별시,노원구,중계본동,450,668900,746300,833900,590200,662000,743500
부산신항↔의왕ICD,서울특별시,노원구,중계1동,450,668900,746300,833900,590200,662000,743500
부산신항↔의왕ICD,서울특별시,노원구,중계4동,452,670900,748500,836200,591900,663900,745600
부산신항↔의왕ICD,서울특별시,노원구,중계2.3동,442,658900,735700,822600,578000,649300,730300
부산신항↔의왕ICD,서울특별시,노원구,상계1동,463,682000,760400,849100,601300,674000,756500
부산신항↔의왕ICD,서울특별시,노원구,상계2동,446,664200,741300,828600,586100,657600,738900
부산신항↔의왕ICD,서울특별시,노원구,상계3.4동,457,676200,754200,842400,596400,668700,750700
부산신항↔의왕ICD,서울특별시,노원구,상계5동,450,667900,745300,832900,589000,660800,742400
부산신항↔의왕ICD,서울특별시,노원구,상계6.7동,446,663700,740800,828100,582100,653700,735000
부산신항↔의왕ICD,서울특별시,노원구,상계8동,453,670600,748100,835800,591000,662900,744600
부산신항↔의왕ICD,서울특별시,노원구,상계9동,453,670600,748100,835800,591000,662900,744600
부산신항↔의왕ICD,서울특별시,노원구,상계10동,447,665200,742400,829800,586700,658300,739700
부산신항↔의왕ICD,서울특별시,은평구,녹번동,455,670700,748000,835400,587300,659000,740500
부산신항↔의왕ICD,서울특별시,은평구,불광1동,455,670700,748000,835400,587300,659000,740500
부산신항↔의왕ICD,서울특별시,은평구,불광2동,458,674200,751600,839100,590100,661900,743400
부산신항↔의왕ICD,서울특별시,은평구,갈현1동,458,674200,751600,839100,590100,661900,743400
부산신항↔의왕ICD,서울특별시,은평구,갈현2동,458,673600,750900,838300,589500,661200,742600
부산신항↔의왕ICD,서울특별시,은평구,구산동,457,672700,750000,837400,588700,660400,741900
부산신항↔의왕ICD,서울특별시,은평구,대조동,456,671200,748400,835700,587500,659100,740500
부산신항↔의왕ICD,서울특별시,은평구,응암1동,454,669200,746400,833800,586100,657700,739100
부산신항↔의왕ICD,서울특별시,은평구,응암2동,453,667800,744900,832200,584800,656300,737600
부산신항↔의왕ICD,서울특별시,은평구,응암3동,454,668300,745400,832500,584900,656400,737700
부산신항↔의왕ICD,서울특별시,은평구,역촌동,455,669800,747000,834200,586200,657700,739000
부산신항↔의왕ICD,서울특별시,은평구,신사1동,453,667300,744300,831500,584300,655800,737000
부산신항↔의왕ICD,서울특별시,은평구,신사2동,457,671000,748100,835200,587100,658600,739800
부산신항↔의왕ICD,서울특별시,은평구,증산동,455,668600,745600,832600,585100,656500,737700
부산신항↔의왕ICD,서울특별시,은평구,수색동,456,670100,747200,834300,586400,657900,739100
부산신항↔의왕ICD,서울특별시,은평구,진관동,471,686500,764000,851500,599900,671800,753400
부산신항↔의왕ICD,서울특별시,서대문구,천연동,444,649800,726100,812600,570200,641000,721600
부산신항↔의왕ICD,서울특별시,서대문구,북아현동,445,651800,728300,814900,571500,642500,723200
부산신항↔의왕ICD,서울특별시,서대문구,충현동,446,651700,728000,814500,571600,642400,723000
부산신항↔의왕ICD,서울특별시,서대문구,신촌동,447,653800,730300,816900,572900,643900,724600
부산신항↔의왕ICD,서울특별시,서대문구,연희동,452,666300,743300,830500,583500,655000,736300
부산신항↔의왕ICD,서울특별시,서대문구,홍제1동,451,666100,743200,830500,583400,654900,736200
부산신항↔의왕ICD,서울특별시,서대문구,홍제3동,452,667500,744700,832000,584700,656300,737700
부산신항↔의왕ICD,서울특별시,서대문구,홍제2동,453,668300,745500,832900,585300,656900,738300
부산신항↔의왕ICD,서울특별시,서대문구,홍은1동,452,667500,744700,832000,584700,656300,737700
부산신항↔의왕ICD,서울특별시,서대문구,홍은2동,452,666300,743300,830500,583500,655000,736300
부산신항↔의왕ICD,서울특별시,서대문구,남가좌1동,454,667700,744700,831700,584400,655800,737000
부산신항↔의왕ICD,서울특별시,서대문구,남가좌2동,455,669200,746300,833400,585700,657200,738400
부산신항↔의왕ICD,서울특별시,서대문구,북가좌1동,454,667700,744700,831700,584400,655800,737000
부산신항↔의왕ICD,서울특별시,서대문구,북가좌2동,455,668600,745600,832600,585100,656500,737700
부산신항↔의왕ICD,서울특별시,마포구,아현동,441,645800,721900,808200,567500,638200,718700
부산신항↔의왕ICD,서울특별시,마포구,공덕동,445,651300,727700,814300,571200,642100,722800
부산신항↔의왕ICD,서울특별시,마포구,도화동,441,646400,722600,809000,567700,638500,719000
부산신항↔의왕ICD,서울특별시,마포구,용강동,443,648800,725100,811600,569400,640300,720900
부산신항↔의왕ICD,서울특별시,마포구,대흥동,446,652300,728700,815200,571800,642700,723400
부산신항↔의왕ICD,서울특별시,마포구,염리동,442,647300,723500,809900,568500,639300,719800
부산신항↔의왕ICD,서울특별시,마포구,신수동,445,651300,727700,814300,571200,642100,722800
부산신항↔의왕ICD,서울특별시,마포구,서강동,443,648800,725100,811600,569400,640300,720900
부산신항↔의왕ICD,서울특별시,마포구,서교동,452,660600,737400,824400,578200,649500,730500
부산신항↔의왕ICD,서울특별시,마포구,합정동,452,660600,737400,824400,578200,649500,730500
부산신항↔의왕ICD,서울특별시,마포구,망원1동,453,661500,738300,825300,578900,650200,731200
부산신항↔의왕ICD,서울특별시,마포구,망원2동,452,660000,736700,823600,577600,648800,729800
부산신항↔의왕ICD,서울특별시,마포구,연남동,451,659100,735800,822700,576900,648100,729100
부산신항↔의왕ICD,서울특별시,마포구,성산1동,451,659100,735800,822700,576900,648100,729100
부산신항↔의왕ICD,서울특별시,마포구,성산2동,452,660600,737400,824400,578200,649500,730500
부산신항↔의왕ICD,서울특별시,마포구,상암동,455,663900,740800,827900,580900,652300,733400
부산신항↔의왕ICD,서울특별시,양천구,목1동,448,654100,730500,817000,573300,644200,724900
부산신항↔의왕ICD,서울특별시,양천구,목2동,454,661900,738700,825500,579100,650300,731200
부산신항↔의왕ICD,서울특별시,양천구,목3동,453,659200,735700,822300,577100,648100,728900
부산신항↔의왕ICD,서울특별시,양천구,목4동,448,654100,730500,817000,573300,644200,724900
부산신항↔의왕ICD,서울특별시,양천구,목5동,450,656500,733000,819600,575000,646000,726800
부산신항↔의왕ICD,서울특별시,양천구,신월1동,450,657100,733700,820300,575300,646400,727200
부산신항↔의왕ICD,서울특별시,양천구,신월2동,449,655600,732100,818700,574300,645300,726100
부산신항↔의왕ICD,서울특별시,양천구,신월3동,446,651700,728000,814500,571600,642400,723000
부산신항↔의왕ICD,서울특별시,양천구,신월4동,446,652800,729300,815900,572200,643200,724000
부산신항↔의왕ICD,서울특별시,양천구,신월5동,450,657600,734200,821000,575600,646800,727700
부산신항↔의왕ICD,서울특별시,양천구,신월6동,444,649200,725400,811800,569900,640700,721200
부산신항↔의왕ICD,서울특별시,양천구,신월7동,443,648300,724500,810900,569200,640000,720600
부산신항↔의왕ICD,서울특별시,양천구,신정1동,445,650100,726300,812700,570600,641400,722000
부산신항↔의왕ICD,서울특별시,양천구,신정2동,439,643400,719500,805700,565600,636300,716700
부산신항↔의왕ICD,서울특별시,양천구,신정3동,445,650100,726300,812700,570600,641400,722000
부산신항↔의왕ICD,서울특별시,양천구,신정4동,447,652600,729000,815400,572300,643100,723700
부산신항↔의왕ICD,서울특별시,양천구,신정6동,441,646400,722600,809000,567700,638500,719000
부산신항↔의왕ICD,서울특별시,양천구,신정7동,442,646800,722900,809200,568200,638900,719400
부산신항↔의왕ICD,서울특별시,강서구,염창동,450,658200,734900,821800,576200,647400,728300
부산신항↔의왕ICD,서울특별시,강서구,등촌1동,453,661500,738300,825300,578900,650200,731200
부산신항↔의왕ICD,서울특별시,강서구,등촌2동,444,649200,725400,811800,569900,640700,721200
부산신항↔의왕ICD,서울특별시,강서구,등촌3동,455,663900,740800,827900,580900,652300,733400
부산신항↔의왕ICD,서울특별시,강서구,화곡1동,450,656500,733000,819600,575000,646000,726800
부산신항↔의왕ICD,서울특별시,강서구,화곡2동,446,651000,727300,813600,571300,642100,722700
부산신항↔의왕ICD,서울특별시,강서구,화곡3동,452,658900,735500,822200,576800,647900,728700
부산신항↔의왕ICD,서울특별시,강서구,화곡4동,449,655000,731500,818000,574000,644900,725600
부산신항↔의왕ICD,서울특별시,강서구,화곡본동,453,660400,737100,823800,577800,648900,729800
부산신항↔의왕ICD,서울특별시,강서구,화곡6동,455,663900,740800,827900,580900,652300,733400
부산신항↔의왕ICD,서울특별시,강서구,화곡8동,450,656500,733000,819600,575000,646000,726800
부산신항↔의왕ICD,서울특별시,강서구,가양1동,456,669500,746500,833600,585800,657200,738400
부산신항↔의왕ICD,서울특별시,강서구,가양2동,454,663000,739900,826900,580200,651600,732700
부산신항↔의왕ICD,서울특별시,강서구,가양3동,454,663000,739900,826900,580200,651600,732700
부산신항↔의왕ICD,서울특별시,강서구,발산1동,454,661900,738700,825500,579100,650300,731200
부산신항↔의왕ICD,서울특별시,강서구,우장산동,453,660400,737100,823800,577800,648900,729800
부산신항↔의왕ICD,서울특별시,강서구,공항동,453,661500,738300,825300,578900,650200,731200
부산신항↔의왕ICD,서울특별시,강서구,방화1동,462,676200,753400,840600,591100,662700,744000
부산신항↔의왕ICD,서울특별시,강서구,방화2동,468,683300,760700,848200,597200,669000,750500
부산신항↔의왕ICD,서울특별시,강서구,방화3동,463,678100,755400,842800,593000,664700,746100
부산신항↔의왕ICD,서울특별시,구로구,신도림동,439,644000,720200,806500,566100,636800,717300
부산신항↔의왕ICD,서울특별시,구로구,구로1동,441,645800,721900,808200,567500,638200,718700
부산신항↔의왕ICD,서울특별시,구로구,구로2동,437,641100,717100,803200,564000,634600,714900
부산신항↔의왕ICD,서울특별시,구로구,구로3동,434,638300,714300,800400,561800,632400,712800
부산신항↔의왕ICD,서울특별시,구로구,구로4동,438,641300,717200,803300,564500,635000,715200
부산신항↔의왕ICD,서울특별시,구로구,구로5동,441,645800,721900,808200,567500,638200,718700
부산신항↔의왕ICD,서울특별시,구로구,가리봉동,437,640400,716300,802400,563700,634200,714400
부산신항↔의왕ICD,서울특별시,구로구,고척1동,441,645300,721400,807600,567200,637800,718200
부산신항↔의왕ICD,서울특별시,구로구,고척2동,443,647700,723900,810200,568900,639600,720100
부산신항↔의왕ICD,서울특별시,구로구,개봉1동,441,645300,721400,807600,567200,637800,718200
부산신항↔의왕ICD,서울특별시,구로구,개봉2동,441,645800,721900,808200,567500,638200,718700
부산신항↔의왕ICD,서울특별시,구로구,개봉3동,440,644900,721000,807300,566700,637400,717900
부산신항↔의왕ICD,서울특별시,구로구,오류1동,440,643800,719800,806000,566200,636800,717100
부산신항↔의왕ICD,서울특별시,구로구,오류2동,443,647700,723900,810200,568900,639600,720100
부산신항↔의왕ICD,서울특별시,구로구,수궁동,444,649200,725400,811800,569900,640700,721200
부산신항↔의왕ICD,서울특별시,구로구,항동,439,642800,718800,805000,565400,636000,716300
부산신항↔의왕ICD,서울특별시,금천구,가산동,436,639600,715500,801600,563100,633600,713800
부산신항↔의왕ICD,서울특별시,금천구,독산1동,429,630900,706500,792200,556900,627100,707100
부산신항↔의왕ICD,서울특별시,금천구,독산2동,428,630500,706200,792000,556500,626800,706800
부산신항↔의왕ICD,서울특별시,금천구,독산3동,429,631400,707100,792900,557200,627500,707600
부산신항↔의왕ICD,서울특별시,금천구,독산4동,427,629600,705200,790900,555900,626100,706000
부산신항↔의왕ICD,서울특별시,금천구,시흥1동,425,627000,702500,788100,553900,623900,703700
부산신항↔의왕ICD,서울특별시,금천구,시흥2동,419,617900,692900,778000,544900,614500,693900
부산신항↔의왕ICD,서울특별시,금천구,시흥3동,415,613200,687800,772600,539800,609200,688300
부산신항↔의왕ICD,서울특별시,금천구,시흥4동,424,626000,701400,786900,553100,623100,702800
부산신항↔의왕ICD,서울특별시,금천구,시흥5동,424,626000,701400,786900,553100,623100,702800
부산신항↔의왕ICD,서울특별시,영등포구,영등포본동,444,650900,727400,814000,570700,641700,722400
