기점_노선,시도,시군구,읍면동,구간거리_km,40FT_안전위탁운임_원,40FT_운수사업자간운임_원,40FT_안전운송운임_원,20FT_안전위탁운임_원,20FT_운수사업자간운임_원,20FT_안전운송운임_원
부산신항↔의왕ICD,인천광역시,서구,원당동,478,693800,771500,859200,609100,681200,762800
부산신항↔의왕ICD,인천광역시,서구,당하동,481,696700,774500,862200,611500,683600,765300
부산신항↔의왕ICD,인천광역시,서구,오류왕길동,497,713200,791800,880300,625400,698200,780600
부산신항↔의왕ICD,인천광역시,서구,마전동,482,697900,775800,863600,612500,684700,766500
부산신항↔의왕ICD,인천광역시,서구,아라동,475,690200,767700,855200,602800,674700,756300
부산신항↔의왕ICD,인천광역시,강화군,강화읍,533,753500,833700,923700,659300,733500,817200
부산신항↔의왕ICD,인천광역시,강화군,선원면,536,756500,836700,926800,661800,736100,819900
부산신항↔의왕ICD,인천광역시,강화군,불은면,543,763500,844000,934400,667900,742400,826500
부산신항↔의왕ICD,인천광역시,강화군,길상면,564,784300,865700,957000,685900,761200,846000
부산신항↔의왕ICD,인천광역시,강화군,화도면,568,788600,870300,961900,689600,765200,850300
부산신항↔의왕ICD,인천광역시,강화군,양도면,562,781900,863000,954000,683800,758900,843400
부산신항↔의왕ICD,인천광역시,강화군,내가면,561,780900,862000,953000,683100,758200,842700
부산신항↔의왕ICD,인천광역시,강화군,하점면,550,770500,851400,942100,674100,748900,833300
부산신항↔의왕ICD,인천광역시,강화군,양사면,561,780900,862000,953000,683100,758200,842700
부산신항↔의왕ICD,인천광역시,강화군,송해면,545,765100,845600,935900,669500,744000,828000
부산신항↔의왕ICD,인천광역시,강화군,교동면,580,799500,881400,973000,699100,774800,860000
부산신항↔의왕ICD,인천광역시,강화군,삼산면,571,791200,872900,964400,691800,767300,852300
부산신항↔의왕ICD,인천광역시,옹진군,영흥면,483,700200,778700,867200,615200,687900,770300
부산신항↔의왕ICD,경기도,수원시 장안구,파장동,390,584500,657200,739800,514600,582300,659500
부산신항↔의왕ICD,경기도,수원시 장안구,율천동,388,580800,653300,735800,511200,578700,655700
부산신항↔의왕ICD,경기도,수원시 장안구,정자1동,391,585400,658200,740900,515200,582900,660200
부산신항↔의왕ICD,경기도,수원시 장안구,정자2동,385,579800,652000,734200,511000,578300,655200
부산신항↔의왕ICD,경기도,수원시 장안구,정자3동,391,584700,657400,740200,514700,582400,659700
부산신항↔의왕ICD,경기도,수원시 장안구,영화동,386,581900,654200,736500,512900,580300,657200
부산신항↔의왕ICD,경기도,수원시 장안구,송죽동,386,581400,653700,736000,512300,579700,656600
부산신항↔의왕ICD,경기도,수원시 장안구,조원1동,386,581900,654200,736500,512900,580300,657200
부산신항↔의왕ICD,경기도,수원시 장안구,조원2동,386,581400,653700,736000,512300,579700,656600
부산신항↔의왕ICD,경기도,수원시 장안구,연무동,385,581000,653300,735500,512300,579600,656400
부산신항↔의왕ICD,경기도,수원시 권선구,세류1동,391,587200,659900,742600,517200,584900,662200
부산신항↔의왕ICD,경기도,수원시 권선구,세류2동,385,582200,654400,736600,513300,580600,657400
부산신항↔의왕ICD,경기도,수원시 권선구,세류3동,385,582200,654400,736600,513300,580600,657400
부산신항↔의왕ICD,경기도,수원시 권선구,평동,385,581700,653900,736100,512900,580200,657000
부산신항↔의왕ICD,경기도,수원시 권선구,서둔동,389,584700,657300,739800,515100,582700,659800
부산신항↔의왕ICD,경기도,수원시 권선구,구운동,397,592200,665400,748600,520900,589000,666800
부산신항↔의왕ICD,경기도,수원시 권선구,금곡동,398,593800,667000,750300,522300,590500,668300
부산신항↔의왕ICD,경기도,수원시 권선구,호매실동,393,589100,662000,744900,518600,586500,664000
부산신항↔의왕ICD,경기도,수원시 권선구,권선1동,386,583800,656100,738400,514700,582000,658900
부산신항↔의왕ICD,경기도,수원시 권선구,권선2동,388,586300,658800,741300,517200,584700,661700
부산신항↔의왕ICD,경기도,수원시 권선구,곡선동,388,586800,659300,741800,518200,585700,662700
부산신항↔의왕ICD,경기도,수원시 권선구,입북동,393,587300,660200,743000,516800,584600,662100
부산신항↔의왕ICD,경기도,수원시 팔달구,매교동,389,585900,658500,741000,516300,583900,661100
부산신항↔의왕ICD,경기도,수원시 팔달구,매산동,388,583800,656300,738800,514300,581800,658800
부산신항↔의왕ICD,경기도,수원시 팔달구,고등동,387,582300,654700,737100,512900,580300,657300
부산신항↔의왕ICD,경기도,수원시 팔달구,화서1동,387,582300,654700,737100,512900,580300,657300
부산신항↔의왕ICD,경기도,수원시 팔달구,화서2동,388,583800,656300,738800,514300,581800,658800
부산신항↔의왕ICD,경기도,수원시 팔달구,지동,388,584900,657400,739800,515500,583000,660100
부산신항↔의왕ICD,경기도,수원시 팔달구,우만1동,387,584100,656500,738800,514900,582300,659300
부산신항↔의왕ICD,경기도,수원시 팔달구,우만2동,391,589600,662300,745000,520400,588100,665400
부산신항↔의왕ICD,경기도,수원시 팔달구,인계동,393,592100,665000,747800,523000,590900,668300
부산신항↔의왕ICD,경기도,수원시 팔달구,행궁동,387,583400,655800,738200,514300,581700,658700
부산신항↔의왕ICD,경기도,수원시 영통구,매탄1동,393,592100,665000,747800,523000,590900,668300
부산신항↔의왕ICD,경기도,수원시 영통구,매탄2동,391,590200,662900,745600,521500,589200,666500
부산신항↔의왕ICD,경기도,수원시 영통구,매탄3동,395,596900,670000,753000,529700,597700,675200
부산신항↔의왕ICD,경기도,수원시 영통구,매탄4동,396,597100,670200,753300,529300,597400,675000
부산신항↔의왕ICD,경기도,수원시 영통구,원천동,389,587800,660400,742900,519000,586600,663700
부산신항↔의왕ICD,경기도,수원시 영통구,영통1동,397,600800,674000,757200,533300,601400,679100
부산신항↔의왕ICD,경기도,수원시 영통구,영통2동,388,587400,659900,742300,519300,586800,663800
부산신항↔의왕ICD,경기도,수원시 영통구,영통3동,398,601700,675000,758200,534000,602200,679900
부산신항↔의왕ICD,경기도,수원시 영통구,망포1동,387,587700,660100,742400,520700,588200,665100
부산신항↔의왕ICD,경기도,수원시 영통구,망포2동,387,587100,659500,741800,519600,587100,664000
부산신항↔의왕ICD,경기도,수원시 영통구,광교1동,387,584800,657200,739500,515500,582900,659900
부산신항↔의왕ICD,경기도,수원시 영통구,광교2동,391,589100,661800,744500,519400,587100,664400
부산신항↔의왕ICD,경기도,성남시 수정구,신흥1동,401,605400,678900,762400,537100,605500,683400
부산신항↔의왕ICD,경기도,성남시 수정구,신흥2동,403,607700,681400,765000,538700,607300,685400
부산신항↔의왕ICD,경기도,성남시 수정구,신흥3동,401,605400,678900,762400,537100,605500,683400
부산신항↔의왕ICD,경기도,성남시 수정구,태평1동,400,604000,677400,760800,536100,604400,682300
부산신항↔의왕ICD,경기도,성남시 수정구,태평2동,404,608700,682500,766200,539500,608200,686400
부산신항↔의왕ICD,경기도,성남시 수정구,태평3동,400,604000,677400,760800,536100,604400,682300
부산신항↔의왕ICD,경기도,성남시 수정구,태평4동,405,609700,683500,767300,540100,608800,687000
부산신항↔의왕ICD,경기도,성남시 수정구,수진1동,400,604000,677400,760800,536100,604400,682300
부산신항↔의왕ICD,경기도,성남시 수정구,수진2동,400,603700,677200,760600,535700,604100,682000
부산신항↔의왕ICD,경기도,성남시 수정구,단대동,403,608400,682100,765700,539100,607700,685800
부산신항↔의왕ICD,경기도,성남시 수정구,산성동,403,608400,682100,765700,539100,607700,685800
부산신항↔의왕ICD,경기도,성남시 수정구,양지동,405,610200,684000,767800,540600,609300,687600
부산신항↔의왕ICD,경기도,성남시 수정구,복정동,416,621100,695800,780500,548700,618200,697300
부산신항↔의왕ICD,경기도,성남시 수정구,위례동,417,622600,697400,782200,549700,619200,698400
부산신항↔의왕ICD,경기도,성남시 수정구,신촌동,405,608600,682500,766300,539600,608300,686600
부산신항↔의왕ICD,경기도,성남시 수정구,고등동,397,599700,672900,756100,532300,600400,678100
부산신항↔의왕ICD,경기도,성남시 수정구,시흥동,400,604000,677400,760800,536100,604400,682300
부산신항↔의왕ICD,경기도,성남시 중원구,성남동,399,603100,676500,759800,535400,603600,681400
부산신항↔의왕ICD,경기도,성남시 중원구,중앙동,401,605400,678900,762400,537100,605500,683400
부산신항↔의왕ICD,경기도,성남시 중원구,금광1동,400,605000,678400,761800,536500,604800,682700
부산신항↔의왕ICD,경기도,성남시 중원구,금광2동,402,606900,680500,764000,538100,606600,684600
부산신항↔의왕ICD,경기도,성남시 중원구,은행1동,403,608400,682100,765700,539100,607700,685800
부산신항↔의왕ICD,경기도,성남시 중원구,은행2동,404,609200,683000,766700,539800,608400,686600
부산신항↔의왕ICD,경기도,성남시 중원구,상대원1동,399,603500,676900,760200,535500,603800,681600
부산신항↔의왕ICD,경기도,성남시 중원구,상대원2동,397,601700,674900,758000,534100,602200,679900
부산신항↔의왕ICD,경기도,성남시 중원구,상대원3동,401,606000,679500,763000,537400,605800,683700
부산신항↔의왕ICD,경기도,성남시 중원구,하대원동,399,603100,676500,759800,535400,603600,681400
부산신항↔의왕ICD,경기도,성남시 중원구,도촌동,402,606300,679900,763400,537700,606200,684300
부산신항↔의왕ICD,경기도,성남시 분당구,분당동,405,608300,682100,765900,539000,607700,686000
부산신항↔의왕ICD,경기도,성남시 분당구,수내1동,402,603300,676900,760500,534600,603100,681200
부산신항↔의왕ICD,경기도,성남시 분당구,수내2동,403,604400,678100,761700,535400,604000,682100
부산신항↔의왕ICD,경기도,성남시 분당구,수내3동,396,598800,671900,755000,531600,599600,677200
부산신항↔의왕ICD,경기도,성남시 분당구,정자동,398,600600,673900,757100,532900,601100,678900
부산신항↔의왕ICD,경기도,성남시 분당구,정자1동,402,603300,676900,760500,534600,603100,681200
부산신항↔의왕ICD,경기도,성남시 분당구,정자2동,398,600600,673900,757100,532900,601100,678900
부산신항↔의왕ICD,경기도,성남시 분당구,정자3동,407,610000,684000,768000,540500,609300,687700
부산신항↔의왕ICD,경기도,성남시 분당구,서현1동,405,608300,682100,765900,539000,607700,686000
부산신항↔의왕ICD,경기도,성남시 분당구,서현2동,397,601000,674200,757400,533500,601600,679300
부산신항↔의왕ICD,경기도,성남시 분당구,이매1동,400,603600,677000,760400,535400,603800,681700
부산신항↔의왕ICD,경기도,성남시 분당구,이매2동,399,601600,674900,758200,533700,602000,679900
부산신항↔의왕ICD,경기도,성남시 분당구,야탑1동,399,602900,676300,759600,535100,603300,681100
부산신항↔의왕ICD,경기도,성남시 분당구,야탑2동,401,604800,678300,761800,536700,605100,683100
부산신항↔의왕ICD,경기도,성남시 분당구,야탑3동,401,604800,678300,761800,536700,605100,683100
부산신항↔의왕ICD,경기도,성남시 분당구,판교동,400,601500,675000,758400,533200,601600,679500
부산신항↔의왕ICD,경기도,성남시 분당구,삼평동,403,605200,678900,762600,536500,605100,683200
부산신항↔의왕ICD,경기도,성남시 분당구,백현동,402,604300,677900,761500,535800,604300,682400
부산신항↔의왕ICD,경기도,성남시 분당구,금곡동,401,604700,678200,761700,536500,604900,682900
부산신항↔의왕ICD,경기도,성남시 분당구,구미1동,400,603700,677200,760600,535700,604100,682000
부산신항↔의왕ICD,경기도,성남시 분당구,구미동,395,596900,670000,753000,529700,597700,675200
부산신항↔의왕ICD,경기도,성남시 분당구,운중동,398,597200,670500,753800,527600,595800,673600
부산신항↔의왕ICD,경기도,의정부시,의정부1동,472,691300,770200,859400,609100,682200,765200
부산신항↔의왕ICD,경기도,의정부시,의정부2동,473,692200,771100,860300,609800,682900,765900
부산신항↔의왕ICD,경기도,의정부시,호원1동,470,689300,768100,857200,607500,680600,763500
부산신항↔의왕ICD,경기도,의정부시,호원2동,476,695000,773900,863000,612000,685100,768100
부산신항↔의왕ICD,경기도,의정부시,장암동,472,691300,770200,859400,609100,682200,765200
부산신항↔의왕ICD,경기도,의정부시,신곡1동,473,692200,771100,860300,609800,682900,765900
부산신항↔의왕ICD,경기도,의정부시,신곡2동,477,696300,775400,864700,613100,686300,769400
부산신항↔의왕ICD,경기도,의정부시,송산1동,472,691000,769800,858800,608700,681700,764500
부산신항↔의왕ICD,경기도,의정부시,고산동,470,689100,767900,856900,607200,680200,763000
부산신항↔의왕ICD,경기도,의정부시,송산2동,472,691100,770000,859100,608900,682000,764900
부산신항↔의왕ICD,경기도,의정부시,송산3동,474,693000,771800,860900,610300,683300,766200
부산신항↔의왕ICD,경기도,의정부시,자금동,480,699300,778500,868000,615700,689100,772400
부산신항↔의왕ICD,경기도,의정부시,가능동,476,695400,774500,863800,612500,685700,768800
부산신항↔의왕ICD,경기도,의정부시,흥선동,473,692200,771100,860300,609800,682900,765900
부산신항↔의왕ICD,경기도,의정부시,녹양동,478,697400,776500,865900,614000,687300,770500
부산신항↔의왕ICD,경기도,안양시 만안구,안양1동,400,595600,669100,752600,523800,592100,670100
부산신항↔의왕ICD,경기도,안양시 만안구,안양2동,406,603700,677600,761600,531300,600000,678400
부산신항↔의왕ICD,경기도,안양시 만안구,안양3동,403,599700,673400,757200,527000,595600,673800
부산신항↔의왕ICD,경기도,안양시 만안구,안양4동,402,598100,671700,755400,525700,594200,672300
부산신항↔의왕ICD,경기도,안양시 만안구,안양5동,400,595600,669100,752600,523800,592100,670100
부산신항↔의왕ICD,경기도,안양시 만안구,안양6동,398,593100,666400,749700,521600,589800,667600
부산신항↔의왕ICD,경기도,안양시 만안구,안양7동,400,595600,669100,752600,523800,592100,670100
부산신항↔의왕ICD,경기도,안양시 만안구,안양8동,398,593100,666400,749700,521600,589800,667600
부산신항↔의왕ICD,경기도,안양시 만안구,안양9동,404,600600,674400,758200,527800,596400,674700
부산신항↔의왕ICD,경기도,안양시 만안구,석수1동,406,603700,677600,761600,531300,600000,678400
부산신항↔의왕ICD,경기도,안양시 만안구,석수2동,416,612900,687600,772500,538500,607900,687100
부산신항↔의왕ICD,경기도,안양시 만안구,충훈동,415,611400,686000,770800,536700,606100,685200
부산신항↔의왕ICD,경기도,안양시 만안구,박달동,405,602200,676100,760000,529500,598200,676500
부산신항↔의왕ICD,경기도,안양시 만안구,호현동,416,613400,688100,773000,539500,609000,688200
부산신항↔의왕ICD,경기도,안양시 동안구,비산1동,400,596200,669600,753100,524200,592500,670500
부산신항↔의왕ICD,경기도,안양시 동안구,비산2동,399,594700,668000,751400,523000,591200,669100
부산신항↔의왕ICD,경기도,안양시 동안구,비산3동,401,597100,670700,754300,525000,593400,671500
부산신항↔의왕ICD,경기도,안양시 동안구,부흥동,398,593800,667000,750300,522300,590500,668300
부산신항↔의왕ICD,경기도,안양시 동안구,달안동,398,593800,667000,750300,522300,590500,668300
부산신항↔의왕ICD,경기도,안양시 동안구,관양동,404,599900,673700,757500,527100,595700,674000
부산신항↔의왕ICD,경기도,안양시 동안구,인덕원동,405,601500,675400,759300,528400,597100,675500
부산신항↔의왕ICD,경기도,안양시 동안구,부림동,406,601800,675800,759800,528500,597300,675700
부산신항↔의왕ICD,경기도,안양시 동안구,평촌동,398,593800,667000,750300,522300,590500,668300
부산신항↔의왕ICD,경기도,안양시 동안구,평안동,404,599400,673200,757000,526600,595200,673500
부산신항↔의왕ICD,경기도,안양시 동안구,귀인동,400,593800,667300,750800,521800,590200,668200
부산신항↔의왕ICD,경기도,안양시 동안구,호계1동,392,586300,659100,741900,516100,583800,661200
부산신항↔의왕ICD,경기도,안양시 동안구,호계2동,394,588800,661800,744800,518100,586000,663500
부산신항↔의왕ICD,경기도,안양시 동안구,호계3동,389,582400,655000,737600,512500,580100,657200
부산신항↔의왕ICD,경기도,안양시 동안구,범계동,396,591300,664400,747500,520100,588200,665900
부산신항↔의왕ICD,경기도,안양시 동안구,신촌동,392,585700,658500,741300,515500,583200,660600
부산신항↔의왕ICD,경기도,안양시 동안구,갈산동,393,587800,660700,743600,517400,585200,662600
부산신항↔의왕ICD,경기도,부천시 원미구,심곡1동,447,651400,727600,813800,571800,642600,723000
부산신항↔의왕ICD,경기도,부천시 원미구,심곡2동,440,644300,720400,806600,566400,637100,717500
부산신항↔의왕ICD,경기도,부천시 원미구,심곡3동,453,659900,736500,823100,577500,648600,729400
부산신항↔의왕ICD,경기도,부천시 원미구,원미2동,442,646800,722900,809200,568200,638900,719400
부산신항↔의왕ICD,경기도,부천시 원미구,소사동,437,641100,717100,803200,564000,634600,714900
부산신항↔의왕ICD,경기도,부천시 원미구,원미1동,442,646800,722900,809200,568200,638900,719400
부산신항↔의왕ICD,경기도,부천시 원미구,역곡1동,441,645300,721400,807600,567200,637800,718200
부산신항↔의왕ICD,경기도,부천시 원미구,역곡2동,440,644300,720400,806600,566400,637100,717500
부산신항↔의왕ICD,경기도,부천시 원미구,춘의동,446,651700,728000,814500,571600,642400,723000
부산신항↔의왕ICD,경기도,부천시 원미구,도당동,455,660600,737000,823500,578200,649200,729800
부산신항↔의왕ICD,경기도,부천시 원미구,중동,451,657400,733900,820500,575800,646800,727500
부산신항↔의왕ICD,경기도,부천시 원미구,상동,452,658400,734900,821500,576500,647500,728200
부산신항↔의왕ICD,경기도,부천시 원미구,약대동,455,662200,738900,825600,579100,650300,731200
부산신항↔의왕ICD,경기도,부천시 원미구,중1동,454,660700,737300,824000,578100,649200,730000
부산신항↔의왕ICD,경기도,부천시 원미구,중2동,454,660700,737300,824000,578100,649200,730000
부산신항↔의왕ICD,경기도,부천시 원미구,중3동,451,656200,732600,819000,575100,646000,726500
부산신항↔의왕ICD,경기도,부천시 원미구,중4동,452,658900,735500,822200,576800,647900,728700
부산신항↔의왕ICD,경기도,부천시 원미구,상1동,451,657400,733900,820500,575800,646800,727500
부산신항↔의왕ICD,경기도,부천시 원미구,상2동,449,655600,732100,818700,574300,645300,726100
부산신항↔의왕ICD,경기도,부천시 원미구,상3동,452,658900,735500,822200,576800,647900,728700
부산신항↔의왕ICD,경기도,부천시 소사구,심곡본1동,447,650800,726900,813100,571400,642100,722500
부산신항↔의왕ICD,경기도,부천시 소사구,심곡본동,447,651400,727600,813800,571800,642600,723000
부산신항↔의왕ICD,경기도,부천시 소사구,송내1동,448,654100,730500,817000,573300,644200,724900
부산신항↔의왕ICD,경기도,부천시 소사구,송내2동,451,657400,733900,820500,575800,646800,727500
부산신항↔의왕ICD,경기도,부천시 소사구,소사본동,437,640400,716300,802400,563700,634200,714400
부산신항↔의왕ICD,경기도,부천시 소사구,소사본1동,437,640400,716300,802400,563700,634200,714400
부산신항↔의왕ICD,경기도,부천시 소사구,범박동,438,641900,717900,804100,564600,635200,715500
부산신항↔의왕ICD,경기도,부천시 소사구,옥길동,437,641100,717100,803200,564000,634600,714900
부산신항↔의왕ICD,경기도,부천시 소사구,괴안동,438,641900,717900,804100,564600,635200,715500
부산신항↔의왕ICD,경기도,부천시 소사구,역곡3동,440,644300,720400,806600,566400,637100,717500
부산신항↔의왕ICD,경기도,부천시 오정구,성곡동,447,652600,729000,815400,572300,643100,723700
부산신항↔의왕ICD,경기도,부천시 오정구,고강본동,450,657100,733700,820300,575300,646400,727200
부산신항↔의왕ICD,경기도,부천시 오정구,고강1동,450,656500,733000,819600,575000,646000,726800
부산신항↔의왕ICD,경기도,부천시 오정구,원종1동,448,654100,730500,817000,573300,644200,724900
부산신항↔의왕ICD,경기도,부천시 오정구,원종2동,448,654100,730500,817000,573300,644200,724900
부산신항↔의왕ICD,경기도,부천시 오정구,오정동,464,677300,754400,841600,592000,663600,744800
부산신항↔의왕ICD,경기도,부천시 오정구,신흥동,460,668600,745500,832500,584500,655900,736900
부산신항↔의왕ICD,경기도,광명시,광명1동,437,639800,715600,801600,563500,634000,714200
부산신항↔의왕ICD,경기도,광명시,광명2동,439,644000,720200,806500,566100,636800,717300
부산신항↔의왕ICD,경기도,광명시,광명3동,437,639800,715600,801600,563500,634000,714200
부산신항↔의왕ICD,경기도,광명시,광명4동,439,641800,717700,803600,564900,635400,715600
부산신항↔의왕ICD,경기도,광명시,광명5동,442,646800,722900,809200,568200,638900,719400
부산신항↔의왕ICD,경기도,광명시,광명6동,441,645300,721400,807600,567200,637800,718200
부산신항↔의왕ICD,경기도,광명시,광명7동,438,642500,718600,804800,565000,635700,716100
부산신항↔의왕ICD,경기도,광명시,철산1동,437,641100,717100,803200,564000,634600,714900
부산신항↔의왕ICD,경기도,광명시,철산2동,434,636600,712300,798200,561100,631500,711600
부산신항↔의왕ICD,경기도,광명시,철산3동,431,633200,708900,794700,558600,628900,709000
부산신항↔의왕ICD,경기도,광명시,철산4동,433,635600,711400,797300,560300,630700,710800
부산신항↔의왕ICD,경기도,광명시,하안1동,435,637400,713200,799100,561700,632100,712200
부산신항↔의왕ICD,경기도,광명시,하안2동,430,631700,707300,793100,557600,627800,707800
부산신항↔의왕ICD,경기도,광명시,하안3동,427,628800,704300,790000,555200,625400,705300
부산신항↔의왕ICD,경기도,광명시,하안4동,432,633700,709300,795000,559100,629300,709300
부산신항↔의왕ICD,경기도,광명시,소하1동,424,625900,701200,786700,552800,622800,702500
부산신항↔의왕ICD,경기도,광명시,소하2동,424,625900,701200,786700,552800,622800,702500
부산신항↔의왕ICD,경기도,광명시,일직동,421,621000,696100,781400,548400,618200,697700
부산신항↔의왕ICD,경기도,광명시,학온동,424,624800,700100,785600,551700,621700,701500
부산신항↔의왕ICD,경기도,평택시,팽성읍,403,620400,694000,777500,552100,620600,698500
부산신항↔의왕ICD,경기도,평택시,안중읍,401,621500,695000,778300,549400,617800,695600
부산신항↔의왕ICD,경기도,평택시,포승읍,403,623400,697000,780500,550900,619400,697400
부산신항↔의왕ICD,경기도,평택시,청북읍,407,624000,698000,781800,550500,619300,697600
부산신항↔의왕ICD,경기도,평택시,진위면,392,604100,676900,759500,534100,601800,679000
부산신항↔의왕ICD,경기도,평택시,서탄면,397,605500,678700,761800,536000,604200,681800
부산신항↔의왕ICD,경기도,평택시,고덕면,399,611900,685300,768500,540500,608700,686400
부산신항↔의왕ICD,경기도,평택시,오성면,400,618000,691400,774600,545900,614200,692000
부산신항↔의왕ICD,경기도,평택시,현덕면,402,619100,692700,776100,550600,619100,697000
부산신항↔의왕ICD,경기도,평택시,중앙동,395,609600,682600,765500,538900,606800,684200
부산신항↔의왕ICD,경기도,평택시,서정동,396,610500,683600,766600,539700,607700,685200
부산신항↔의왕ICD,경기도,평택시,송탄동,397,614300,687500,770400,546800,615000,692500
부산신항↔의왕ICD,경기도,평택시,지산동,391,602200,674900,757400,532600,600300,677400
부산신항↔의왕ICD,경기도,평택시,송북동,393,605600,678500,761200,535400,603200,680400
부산신항↔의왕ICD,경기도,평택시,신장1동,396,609000,682100,765000,538200,606200,683700
부산신항↔의왕ICD,경기도,평택시,신장2동,398,616700,690000,773100,544900,613100,690700
부산신항↔의왕ICD,경기도,평택시,신평동,395,612700,685700,768500,545700,613700,691000
부산신항↔의왕ICD,경기도,평택시,원평동,397,614400,687600,770500,547000,615100,692600
부산신항↔의왕ICD,경기도,평택시,통복동,395,612400,685400,768200,545600,613600,690900
부산신항↔의왕ICD,경기도,평택시,비전1동,399,617100,690500,773600,549700,617900,695500
부산신항↔의왕ICD,경기도,평택시,비전2동,395,612900,685900,768700,546300,614300,691600
부산신항↔의왕ICD,경기도,평택시,용이동,393,610900,683700,766300,544500,612400,689600
부산신항↔의왕ICD,경기도,평택시,세교동,397,614400,687600,770500,547000,615100,692600
부산신항↔의왕ICD,경기도,평택시,동삭동,400,618000,691400,774600,550500,618800,696500
부산신항↔의왕ICD,경기도,평택시,고덕동,400,618500,691900,775200,546300,614600,692400
부산신항↔의왕ICD,경기도,동두천시,생연1동,505,724800,805200,895900,636900,711300,795600
부산신항↔의왕ICD,경기도,동두천시,생연2동,507,726800,807300,898100,638500,713000,797400
부산신항↔의왕ICD,경기도,동두천시,중앙동,509,728700,809300,900100,640100,714700,799200
부산신항↔의왕ICD,경기도,동두천시,보산동,515,734400,815100,906000,644600,719300,803800
부산신항↔의왕ICD,경기도,동두천시,불현동,503,722800,803100,893700,635200,709600,793800
부산신항↔의왕ICD,경기도,동두천시,송내동,505,724800,805200,895900,636900,711300,795600
부산신항↔의왕ICD,경기도,동두천시,소요동,517,736700,817600,908800,646700,721600,806300
부산신항↔의왕ICD,경기도,동두천시,상패동,511,730800,811500,902500,641800,716500,801000
부산신항↔의왕ICD,경기도,안산시 상록구,일동,408,605500,679600,763800,532700,601600,680100
부산신항↔의왕ICD,경기도,안산시 상록구,이동,408,605500,679600,763800,532700,601600,680100
부산신항↔의왕ICD,경기도,안산시 상록구,사동,414,612200,686700,771400,539200,608500,687600
부산신항↔의왕ICD,경기도,안산시 상록구,사이동,414,612200,686700,771400,539200,608500,687600
부산신항↔의왕ICD,경기도,안산시 상록구,해양동,419,618600,693600,778700,545900,615600,695000
부산신항↔의왕ICD,경기도,안산시 상록구,본오1동,410,607400,681700,766000,534100,603100,681900
부산신항↔의왕ICD,경기도,안산시 상록구,본오2동,409,606500,680700,764900,533400,602400,681000
부산신항↔의왕ICD,경기도,안산시 상록구,본오3동,408,605500,679600,763800,532700,601600,680100
부산신항↔의왕ICD,경기도,안산시 상록구,부곡동,414,612800,687300,772000,540200,609500,688500
부산신항↔의왕ICD,경기도,안산시 상록구,월피동,413,611900,686400,770900,539500,608800,687700
부산신항↔의왕ICD,경기도,안산시 상록구,성포동,412,610400,684800,769300,537700,606900,685800
부산신항↔의왕ICD,경기도,안산시 상록구,반월동,397,590500,663700,747000,519000,587100,664900
부산신항↔의왕ICD,경기도,안산시 상록구,안산동,415,613700,688300,773100,541000,610400,689500
부산신항↔의왕ICD,경기도,안산시 단원구,와동,413,611300,685800,770400,538400,607600,686600
부산신항↔의왕ICD,경기도,안산시 단원구,고잔동,418,617700,692600,777700,545200,614800,694100
부산신항↔의왕ICD,경기도,안산시 단원구,중앙동,416,615300,690000,774800,542800,612200,691400
부산신항↔의왕ICD,경기도,안산시 단원구,호수동,418,617700,692600,777700,545200,614800,694100
부산신항↔의왕ICD,경기도,안산시 단원구,원곡동,419,618600,693600,778700,545900,615600,695000
부산신항↔의왕ICD,경기도,안산시 단원구,백운동,422,622900,698100,783400,550300,620200,699800
부산신항↔의왕ICD,경기도,안산시 단원구,신길동,419,618600,693600,778700,545900,615600,695000
부산신항↔의왕ICD,경기도,안산시 단원구,초지동,420,620100,695200,780400,547600,617300,696800
부산신항↔의왕ICD,경기도,안산시 단원구,선부1동,422,622900,698100,783400,550300,620200,699800
부산신항↔의왕ICD,경기도,안산시 단원구,선부2동,420,620100,695200,780400,547600,617300,696800
부산신항↔의왕ICD,경기도,안산시 단원구,선부3동,416,615300,690000,774800,542800,612200,691400
부산신항↔의왕ICD,경기도,안산시 단원구,대부동,458,674700,752100,839700,590800,662600,744200
부산신항↔의왕ICD,경기도,고양시 덕양구,주교동,482,698600,776700,864900,613500,686000,768100
부산신항↔의왕ICD,경기도,고양시 덕양구,원신동,480,697600,776100,864600,613100,685800,768200
부산신항↔의왕ICD,경기도,고양시 덕양구,흥도동,480,696100,773900,861700,611000,683200,765000
부산신항↔의왕ICD,경기도,고양시 덕양구,성사1동,481,697500,775500,863600,612500,684900,766900
부산신항↔의왕ICD,경기도,고양시 덕양구,성사2동,482,698600,776700,864900,613500,686000,768100
부산신항↔의왕ICD,경기도,고양시 덕양구,효자동,477,693900,772100,860300,610000,682400,764500
부산신항↔의왕ICD,경기도,고양시 덕양구,삼송1동,474,691000,769000,857000,607300,679600,761500
부산신항↔의왕ICD,경기도,고양시 덕양구,삼송2동,471,687900,765700,853500,604600,676800,758600
부산신항↔의왕ICD,경기도,고양시 덕양구,창릉동,476,692800,770800,858800,608700,681000,763000
부산신항↔의왕ICD,경기도,고양시 덕양구,고양동,483,701100,779900,868900,616400,689400,772200
부산신항↔의왕ICD,경기도,고양시 덕양구,관산동,483,700500,779100,867800,615700,688500,771100
부산신항↔의왕ICD,경기도,고양시 덕양구,능곡동,480,695600,773300,861000,610600,682700,764300
